"STATISTIC Label","Year","Type of Vehicle Registration","Type of Fuel","UNIT","VALUE"
"New Vehicles Licensed for the First Time","2023","New Private Cars","Other fuel types","Number","5"
"New Vehicles Licensed for the First Time","2023","New Private Cars","Petrol and electric hybrid","Number","18026"
"New Vehicles Licensed for the First Time","2023","New Private Cars","Electric","Number","22493"
"New Vehicles Licensed for the First Time","2023","New Private Cars","Petrol or Diesel plug-in hybrid electric","Number","9972"
"New Vehicles Licensed for the First Time","2023","New Private Cars","Diesel and electric hybrid","Number","2244"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","All fuel types","Number","29038"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Petrol","Number","191"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Diesel","Number","27986"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Other fuel types","Number","24"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Petrol and electric hybrid","Number","40"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Electric","Number","734"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Petrol or Diesel plug-in hybrid electric","Number","31"
"New Vehicles Licensed for the First Time","2023","New Goods Vehicles","Diesel and electric hybrid","Number","32"
"New Vehicles Licensed for the First Time","2023","New Tractors","All fuel types","Number","2310"
"New Vehicles Licensed for the First Time","2023","New Tractors","Petrol","Number","76"
"New Vehicles Licensed for the First Time","2023","New Tractors","Diesel","Number","2232"
"New Vehicles Licensed for the First Time","2023","New Tractors","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Tractors","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Tractors","Electric","Number","2"
"New Vehicles Licensed for the First Time","2023","New Tractors","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2023","New Tractors","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","All fuel types","Number","2932"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Petrol","Number","2862"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Diesel","Number","0"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Electric","Number","70"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2023","New Motor Cycles","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","All fuel types","Number","6225"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Petrol","Number","1406"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Diesel","Number","2685"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Petrol and electric hybrid","Number","1270"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Electric","Number","372"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Petrol or Diesel plug-in hybrid electric","Number","335"
"New Vehicles Licensed for the First Time","2023","New Exempt Vehicles","Diesel and electric hybrid","Number","157"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","All fuel types","Number","760"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Petrol","Number","2"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Diesel","Number","615"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Petrol and electric hybrid","Number","45"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Electric","Number","82"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","9"
"New Vehicles Licensed for the First Time","2023","New Public Service Vehicles","Diesel and electric hybrid","Number","7"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","All fuel types","Number","366"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Petrol","Number","2"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Diesel","Number","263"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Petrol and electric hybrid","Number","45"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Electric","Number","42"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","9"
"New Vehicles Licensed for the First Time","2023","New Small Public Service Vehicles","Diesel and electric hybrid","Number","5"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","All fuel types","Number","394"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Diesel","Number","352"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Electric","Number","40"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2023","New Large Public Service Vehicles","Diesel and electric hybrid","Number","2"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","All fuel types","Number","645"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Petrol","Number","1"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Diesel","Number","638"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Electric","Number","5"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2023","New Machines or Contrivances","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","All fuel types","Number","444"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Petrol","Number","3"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Diesel","Number","431"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Petrol and electric hybrid","Number","1"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Electric","Number","4"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Petrol or Diesel plug-in hybrid electric","Number","1"
"New Vehicles Licensed for the First Time","2023","Other Classes New Other Vehicles","Diesel and electric hybrid","Number","4"
"New Vehicles Licensed for the First Time","2024","All Vehicles","All fuel types","Number","161095"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Petrol","Number","40649"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Diesel","Number","63008"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Other fuel types","Number","67"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Petrol and electric hybrid","Number","25649"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Electric","Number","18715"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Petrol or Diesel plug-in hybrid electric","Number","11451"
"New Vehicles Licensed for the First Time","2024","All Vehicles","Diesel and electric hybrid","Number","1556"
"New Vehicles Licensed for the First Time","2024","New Private Cars","All fuel types","Number","116683"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Petrol","Number","36433"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Diesel","Number","26728"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Petrol and electric hybrid","Number","23909"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Electric","Number","17191"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Petrol or Diesel plug-in hybrid electric","Number","11060"
"New Vehicles Licensed for the First Time","2024","New Private Cars","Diesel and electric hybrid","Number","1361"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","All fuel types","Number","30802"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Petrol","Number","180"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Diesel","Number","29523"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Other fuel types","Number","63"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Petrol and electric hybrid","Number","68"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Electric","Number","871"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Petrol or Diesel plug-in hybrid electric","Number","23"
"New Vehicles Licensed for the First Time","2024","New Goods Vehicles","Diesel and electric hybrid","Number","74"
"New Vehicles Licensed for the First Time","2024","New Tractors","All fuel types","Number","2131"
"New Vehicles Licensed for the First Time","2024","New Tractors","Petrol","Number","88"
"New Vehicles Licensed for the First Time","2024","New Tractors","Diesel","Number","2039"
"New Vehicles Licensed for the First Time","2024","New Tractors","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2024","New Tractors","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Tractors","Electric","Number","3"
"New Vehicles Licensed for the First Time","2024","New Tractors","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2024","New Tractors","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","All fuel types","Number","2760"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Petrol","Number","2714"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Diesel","Number","1"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Electric","Number","45"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2024","New Motor Cycles","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","All fuel types","Number","6371"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Petrol","Number","1230"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Diesel","Number","2743"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Petrol and electric hybrid","Number","1608"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Electric","Number","315"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Petrol or Diesel plug-in hybrid electric","Number","363"
"New Vehicles Licensed for the First Time","2024","New Exempt Vehicles","Diesel and electric hybrid","Number","111"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","All fuel types","Number","1241"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Petrol","Number","3"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Diesel","Number","873"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Petrol and electric hybrid","Number","64"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Electric","Number","289"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","5"
"New Vehicles Licensed for the First Time","2024","New Public Service Vehicles","Diesel and electric hybrid","Number","7"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","All fuel types","Number","502"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Petrol","Number","3"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Diesel","Number","336"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Petrol and electric hybrid","Number","64"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Electric","Number","87"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","5"
"New Vehicles Licensed for the First Time","2024","New Small Public Service Vehicles","Diesel and electric hybrid","Number","7"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","All fuel types","Number","739"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Diesel","Number","537"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Electric","Number","202"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2024","New Large Public Service Vehicles","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","All fuel types","Number","654"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Diesel","Number","654"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Electric","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2024","New Machines or Contrivances","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","All fuel types","Number","453"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Petrol","Number","1"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Diesel","Number","447"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Electric","Number","1"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2024","Other Classes New Other Vehicles","Diesel and electric hybrid","Number","3"
"New Vehicles Licensed for the First Time","2025","All Vehicles","All fuel types","Number","167562"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Petrol","Number","35287"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Diesel","Number","57725"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Other fuel types","Number","17"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Petrol and electric hybrid","Number","27840"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Electric","Number","25740"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Petrol or Diesel plug-in hybrid electric","Number","19361"
"New Vehicles Licensed for the First Time","2025","All Vehicles","Diesel and electric hybrid","Number","1592"
"New Vehicles Licensed for the First Time","2025","New Private Cars","All fuel types","Number","120797"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Petrol","Number","31221"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Diesel","Number","20562"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Petrol and electric hybrid","Number","25917"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Electric","Number","23398"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Petrol or Diesel plug-in hybrid electric","Number","18237"
"New Vehicles Licensed for the First Time","2025","New Private Cars","Diesel and electric hybrid","Number","1462"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","All fuel types","Number","32223"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Petrol","Number","150"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Diesel","Number","29934"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Other fuel types","Number","13"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Petrol and electric hybrid","Number","103"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Electric","Number","1796"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Petrol or Diesel plug-in hybrid electric","Number","218"
"New Vehicles Licensed for the First Time","2025","New Goods Vehicles","Diesel and electric hybrid","Number","9"
"New Vehicles Licensed for the First Time","2025","New Tractors","All fuel types","Number","2464"
"New Vehicles Licensed for the First Time","2025","New Tractors","Petrol","Number","129"
"New Vehicles Licensed for the First Time","2025","New Tractors","Diesel","Number","2329"
"New Vehicles Licensed for the First Time","2025","New Tractors","Other fuel types","Number","3"
"New Vehicles Licensed for the First Time","2025","New Tractors","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Tractors","Electric","Number","3"
"New Vehicles Licensed for the First Time","2025","New Tractors","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2025","New Tractors","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","All fuel types","Number","2729"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Petrol","Number","2683"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Diesel","Number","0"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Other fuel types","Number","1"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Electric","Number","45"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2025","New Motor Cycles","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","All fuel types","Number","6575"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Petrol","Number","1098"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Diesel","Number","2569"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Petrol and electric hybrid","Number","1752"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Electric","Number","343"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Petrol or Diesel plug-in hybrid electric","Number","695"
"New Vehicles Licensed for the First Time","2025","New Exempt Vehicles","Diesel and electric hybrid","Number","118"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","All fuel types","Number","1568"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Petrol","Number","6"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Diesel","Number","1134"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Petrol and electric hybrid","Number","67"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Electric","Number","147"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","211"
"New Vehicles Licensed for the First Time","2025","New Public Service Vehicles","Diesel and electric hybrid","Number","3"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","All fuel types","Number","775"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Petrol","Number","6"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Diesel","Number","389"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Petrol and electric hybrid","Number","67"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Electric","Number","99"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","211"
"New Vehicles Licensed for the First Time","2025","New Small Public Service Vehicles","Diesel and electric hybrid","Number","3"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","All fuel types","Number","793"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Diesel","Number","745"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Electric","Number","48"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2025","New Large Public Service Vehicles","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","All fuel types","Number","757"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Diesel","Number","750"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Petrol and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Electric","Number","7"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2025","New Machines or Contrivances","Diesel and electric hybrid","Number","0"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","All fuel types","Number","449"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Petrol","Number","0"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Diesel","Number","447"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Other fuel types","Number","0"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Petrol and electric hybrid","Number","1"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Electric","Number","1"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Petrol or Diesel plug-in hybrid electric","Number","0"
"New Vehicles Licensed for the First Time","2025","Other Classes New Other Vehicles","Diesel and electric hybrid","Number","0"
