"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"Secondhand Private Cars","2022 March","Meath","Petrol and electric hybrid","Number","20"
"Secondhand Private Cars","2022 March","Meath","Electric","Number","0"
"Secondhand Private Cars","2022 March","Meath","Petrol or Diesel plug-in hybrid electric","Number","17"
"Secondhand Private Cars","2022 March","Meath","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Monaghan","All fuel types","Number","64"
"Secondhand Private Cars","2022 March","Monaghan","Petrol","Number","13"
"Secondhand Private Cars","2022 March","Monaghan","Diesel","Number","46"
"Secondhand Private Cars","2022 March","Monaghan","Other fuel types","Number",""
"Secondhand Private Cars","2022 March","Monaghan","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 March","Monaghan","Electric","Number","0"
"Secondhand Private Cars","2022 March","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","2"
"Secondhand Private Cars","2022 March","Monaghan","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 March","Offaly","All fuel types","Number","38"
"Secondhand Private Cars","2022 March","Offaly","Petrol","Number","13"
"Secondhand Private Cars","2022 March","Offaly","Diesel","Number","20"
"Secondhand Private Cars","2022 March","Offaly","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Offaly","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 March","Offaly","Electric","Number","0"
"Secondhand Private Cars","2022 March","Offaly","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 March","Offaly","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Roscommon","All fuel types","Number","54"
"Secondhand Private Cars","2022 March","Roscommon","Petrol","Number","13"
"Secondhand Private Cars","2022 March","Roscommon","Diesel","Number","36"
"Secondhand Private Cars","2022 March","Roscommon","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Roscommon","Petrol and electric hybrid","Number","2"
"Secondhand Private Cars","2022 March","Roscommon","Electric","Number","0"
"Secondhand Private Cars","2022 March","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 March","Roscommon","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Sligo","All fuel types","Number","42"
"Secondhand Private Cars","2022 March","Sligo","Petrol","Number","16"
"Secondhand Private Cars","2022 March","Sligo","Diesel","Number","19"
"Secondhand Private Cars","2022 March","Sligo","Other fuel types","Number",""
"Secondhand Private Cars","2022 March","Sligo","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 March","Sligo","Electric","Number","3"
"Secondhand Private Cars","2022 March","Sligo","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 March","Sligo","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 March","Westmeath","All fuel types","Number","59"
"Secondhand Private Cars","2022 March","Westmeath","Petrol","Number","22"
"Secondhand Private Cars","2022 March","Westmeath","Diesel","Number","30"
"Secondhand Private Cars","2022 March","Westmeath","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Westmeath","Petrol and electric hybrid","Number","4"
"Secondhand Private Cars","2022 March","Westmeath","Electric","Number","0"
"Secondhand Private Cars","2022 March","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 March","Westmeath","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 March","Wexford","All fuel types","Number","92"
"Secondhand Private Cars","2022 March","Wexford","Petrol","Number","28"
"Secondhand Private Cars","2022 March","Wexford","Diesel","Number","42"
"Secondhand Private Cars","2022 March","Wexford","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Wexford","Petrol and electric hybrid","Number","18"
"Secondhand Private Cars","2022 March","Wexford","Electric","Number","1"
"Secondhand Private Cars","2022 March","Wexford","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 March","Wexford","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Wicklow","All fuel types","Number","100"
"Secondhand Private Cars","2022 March","Wicklow","Petrol","Number","50"
"Secondhand Private Cars","2022 March","Wicklow","Diesel","Number","32"
"Secondhand Private Cars","2022 March","Wicklow","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Wicklow","Petrol and electric hybrid","Number","12"
"Secondhand Private Cars","2022 March","Wicklow","Electric","Number","0"
"Secondhand Private Cars","2022 March","Wicklow","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 March","Wicklow","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Limerick","All fuel types","Number","114"
"Secondhand Private Cars","2022 March","Limerick","Petrol","Number","42"
"Secondhand Private Cars","2022 March","Limerick","Diesel","Number","55"
"Secondhand Private Cars","2022 March","Limerick","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Limerick","Petrol and electric hybrid","Number","14"
"Secondhand Private Cars","2022 March","Limerick","Electric","Number","0"
"Secondhand Private Cars","2022 March","Limerick","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 March","Limerick","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 March","Waterford","All fuel types","Number","75"
"Secondhand Private Cars","2022 March","Waterford","Petrol","Number","35"
"Secondhand Private Cars","2022 March","Waterford","Diesel","Number","33"
"Secondhand Private Cars","2022 March","Waterford","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Waterford","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 March","Waterford","Electric","Number","0"
"Secondhand Private Cars","2022 March","Waterford","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 March","Waterford","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Tipperary","All fuel types","Number","130"
"Secondhand Private Cars","2022 March","Tipperary","Petrol","Number","48"
"Secondhand Private Cars","2022 March","Tipperary","Diesel","Number","62"
"Secondhand Private Cars","2022 March","Tipperary","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Tipperary","Petrol and electric hybrid","Number","14"
"Secondhand Private Cars","2022 March","Tipperary","Electric","Number","0"
"Secondhand Private Cars","2022 March","Tipperary","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 March","Tipperary","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Cork","All fuel types","Number","322"
"Secondhand Private Cars","2022 March","Cork","Petrol","Number","128"
"Secondhand Private Cars","2022 March","Cork","Diesel","Number","122"
"Secondhand Private Cars","2022 March","Cork","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Cork","Petrol and electric hybrid","Number","49"
"Secondhand Private Cars","2022 March","Cork","Electric","Number","5"
"Secondhand Private Cars","2022 March","Cork","Petrol or Diesel plug-in hybrid electric","Number","18"
"Secondhand Private Cars","2022 March","Cork","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 March","Dublin","All fuel types","Number","1381"
"Secondhand Private Cars","2022 March","Dublin","Petrol","Number","690"
"Secondhand Private Cars","2022 March","Dublin","Diesel","Number","280"
"Secondhand Private Cars","2022 March","Dublin","Other fuel types","Number","0"
"Secondhand Private Cars","2022 March","Dublin","Petrol and electric hybrid","Number","266"
"Secondhand Private Cars","2022 March","Dublin","Electric","Number","7"
"Secondhand Private Cars","2022 March","Dublin","Petrol or Diesel plug-in hybrid electric","Number","137"
"Secondhand Private Cars","2022 March","Dublin","Diesel and electric hybrid","Number","1"
"Secondhand Private Cars","2022 April","All licensing authorities","All fuel types","Number","3770"
"Secondhand Private Cars","2022 April","All licensing authorities","Petrol","Number","1617"
"Secondhand Private Cars","2022 April","All licensing authorities","Diesel","Number","1333"
"Secondhand Private Cars","2022 April","All licensing authorities","Other fuel types","Number","1"
"Secondhand Private Cars","2022 April","All licensing authorities","Petrol and electric hybrid","Number","518"
"Secondhand Private Cars","2022 April","All licensing authorities","Electric","Number","34"
"Secondhand Private Cars","2022 April","All licensing authorities","Petrol or Diesel plug-in hybrid electric","Number","267"
"Secondhand Private Cars","2022 April","All licensing authorities","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Carlow","All fuel types","Number","42"
"Secondhand Private Cars","2022 April","Carlow","Petrol","Number","13"
"Secondhand Private Cars","2022 April","Carlow","Diesel","Number","23"
"Secondhand Private Cars","2022 April","Carlow","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Carlow","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 April","Carlow","Electric","Number","0"
"Secondhand Private Cars","2022 April","Carlow","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Carlow","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Cavan","All fuel types","Number","51"
"Secondhand Private Cars","2022 April","Cavan","Petrol","Number","14"
"Secondhand Private Cars","2022 April","Cavan","Diesel","Number","37"
"Secondhand Private Cars","2022 April","Cavan","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Cavan","Petrol and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Cavan","Electric","Number","0"
"Secondhand Private Cars","2022 April","Cavan","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 April","Cavan","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Clare","All fuel types","Number","99"
"Secondhand Private Cars","2022 April","Clare","Petrol","Number","32"
"Secondhand Private Cars","2022 April","Clare","Diesel","Number","50"
"Secondhand Private Cars","2022 April","Clare","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Clare","Petrol and electric hybrid","Number","12"
"Secondhand Private Cars","2022 April","Clare","Electric","Number","2"
"Secondhand Private Cars","2022 April","Clare","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 April","Clare","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Donegal","All fuel types","Number","148"
"Secondhand Private Cars","2022 April","Donegal","Petrol","Number","53"
"Secondhand Private Cars","2022 April","Donegal","Diesel","Number","86"
"Secondhand Private Cars","2022 April","Donegal","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Donegal","Petrol and electric hybrid","Number","2"
"Secondhand Private Cars","2022 April","Donegal","Electric","Number","0"
"Secondhand Private Cars","2022 April","Donegal","Petrol or Diesel plug-in hybrid electric","Number","7"
"Secondhand Private Cars","2022 April","Donegal","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Galway","All fuel types","Number","197"
"Secondhand Private Cars","2022 April","Galway","Petrol","Number","80"
"Secondhand Private Cars","2022 April","Galway","Diesel","Number","91"
"Secondhand Private Cars","2022 April","Galway","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Galway","Petrol and electric hybrid","Number","17"
"Secondhand Private Cars","2022 April","Galway","Electric","Number","2"
"Secondhand Private Cars","2022 April","Galway","Petrol or Diesel plug-in hybrid electric","Number","7"
"Secondhand Private Cars","2022 April","Galway","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Kerry","All fuel types","Number","62"
"Secondhand Private Cars","2022 April","Kerry","Petrol","Number","26"
"Secondhand Private Cars","2022 April","Kerry","Diesel","Number","27"
"Secondhand Private Cars","2022 April","Kerry","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Kerry","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 April","Kerry","Electric","Number","0"
"Secondhand Private Cars","2022 April","Kerry","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 April","Kerry","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Kildare","All fuel types","Number","223"
"Secondhand Private Cars","2022 April","Kildare","Petrol","Number","96"
"Secondhand Private Cars","2022 April","Kildare","Diesel","Number","82"
"Secondhand Private Cars","2022 April","Kildare","Other fuel types","Number","1"
"Secondhand Private Cars","2022 April","Kildare","Petrol and electric hybrid","Number","30"
"Secondhand Private Cars","2022 April","Kildare","Electric","Number","3"
"Secondhand Private Cars","2022 April","Kildare","Petrol or Diesel plug-in hybrid electric","Number","11"
"Secondhand Private Cars","2022 April","Kildare","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Kilkenny","All fuel types","Number","40"
"Secondhand Private Cars","2022 April","Kilkenny","Petrol","Number","16"
"Secondhand Private Cars","2022 April","Kilkenny","Diesel","Number","20"
"Secondhand Private Cars","2022 April","Kilkenny","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Kilkenny","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 April","Kilkenny","Electric","Number","1"
"Secondhand Private Cars","2022 April","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 April","Kilkenny","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Laois","All fuel types","Number","39"
"Secondhand Private Cars","2022 April","Laois","Petrol","Number","12"
"Secondhand Private Cars","2022 April","Laois","Diesel","Number","18"
"Secondhand Private Cars","2022 April","Laois","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Laois","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 April","Laois","Electric","Number","0"
"Secondhand Private Cars","2022 April","Laois","Petrol or Diesel plug-in hybrid electric","Number","4"
"Secondhand Private Cars","2022 April","Laois","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Leitrim","All fuel types","Number","20"
"Secondhand Private Cars","2022 April","Leitrim","Petrol","Number","6"
"Secondhand Private Cars","2022 April","Leitrim","Diesel","Number","12"
"Secondhand Private Cars","2022 April","Leitrim","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Leitrim","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 April","Leitrim","Electric","Number","0"
"Secondhand Private Cars","2022 April","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Leitrim","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Longford","All fuel types","Number","47"
"Secondhand Private Cars","2022 April","Longford","Petrol","Number","9"
"Secondhand Private Cars","2022 April","Longford","Diesel","Number","36"
"Secondhand Private Cars","2022 April","Longford","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Longford","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 April","Longford","Electric","Number","0"
"Secondhand Private Cars","2022 April","Longford","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Longford","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Louth","All fuel types","Number","161"
"Secondhand Private Cars","2022 April","Louth","Petrol","Number","78"
"Secondhand Private Cars","2022 April","Louth","Diesel","Number","62"
"Secondhand Private Cars","2022 April","Louth","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Louth","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 April","Louth","Electric","Number","1"
"Secondhand Private Cars","2022 April","Louth","Petrol or Diesel plug-in hybrid electric","Number","14"
"Secondhand Private Cars","2022 April","Louth","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Mayo","All fuel types","Number","84"
"Secondhand Private Cars","2022 April","Mayo","Petrol","Number","22"
"Secondhand Private Cars","2022 April","Mayo","Diesel","Number","60"
"Secondhand Private Cars","2022 April","Mayo","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Mayo","Petrol and electric hybrid","Number","1"
"Secondhand Private Cars","2022 April","Mayo","Electric","Number","0"
"Secondhand Private Cars","2022 April","Mayo","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Mayo","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Meath","All fuel types","Number","178"
"Secondhand Private Cars","2022 April","Meath","Petrol","Number","83"
"Secondhand Private Cars","2022 April","Meath","Diesel","Number","62"
"Secondhand Private Cars","2022 April","Meath","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Meath","Petrol and electric hybrid","Number","24"
"Secondhand Private Cars","2022 April","Meath","Electric","Number","3"
"Secondhand Private Cars","2022 April","Meath","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 April","Meath","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Monaghan","All fuel types","Number","67"
"Secondhand Private Cars","2022 April","Monaghan","Petrol","Number","19"
"Secondhand Private Cars","2022 April","Monaghan","Diesel","Number","44"
"Secondhand Private Cars","2022 April","Monaghan","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Monaghan","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 April","Monaghan","Electric","Number","0"
"Secondhand Private Cars","2022 April","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Monaghan","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Offaly","All fuel types","Number","39"
"Secondhand Private Cars","2022 April","Offaly","Petrol","Number","16"
"Secondhand Private Cars","2022 April","Offaly","Diesel","Number","14"
"Secondhand Private Cars","2022 April","Offaly","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Offaly","Petrol and electric hybrid","Number","8"
"Secondhand Private Cars","2022 April","Offaly","Electric","Number","0"
"Secondhand Private Cars","2022 April","Offaly","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Offaly","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Roscommon","All fuel types","Number","54"
"Secondhand Private Cars","2022 April","Roscommon","Petrol","Number","14"
"Secondhand Private Cars","2022 April","Roscommon","Diesel","Number","37"
"Secondhand Private Cars","2022 April","Roscommon","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Roscommon","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 April","Roscommon","Electric","Number","0"
"Secondhand Private Cars","2022 April","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 April","Roscommon","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Sligo","All fuel types","Number","25"
"Secondhand Private Cars","2022 April","Sligo","Petrol","Number","11"
"Secondhand Private Cars","2022 April","Sligo","Diesel","Number","10"
"Secondhand Private Cars","2022 April","Sligo","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Sligo","Petrol and electric hybrid","Number","2"
"Secondhand Private Cars","2022 April","Sligo","Electric","Number","1"
"Secondhand Private Cars","2022 April","Sligo","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 April","Sligo","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Westmeath","All fuel types","Number","52"
"Secondhand Private Cars","2022 April","Westmeath","Petrol","Number","18"
"Secondhand Private Cars","2022 April","Westmeath","Diesel","Number","25"
"Secondhand Private Cars","2022 April","Westmeath","Other fuel types","Number",""
"Secondhand Private Cars","2022 April","Westmeath","Petrol and electric hybrid","Number","5"
"Secondhand Private Cars","2022 April","Westmeath","Electric","Number","1"
"Secondhand Private Cars","2022 April","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 April","Westmeath","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Wexford","All fuel types","Number","68"
"Secondhand Private Cars","2022 April","Wexford","Petrol","Number","29"
"Secondhand Private Cars","2022 April","Wexford","Diesel","Number","33"
"Secondhand Private Cars","2022 April","Wexford","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Wexford","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 April","Wexford","Electric","Number","0"
"Secondhand Private Cars","2022 April","Wexford","Petrol or Diesel plug-in hybrid electric","Number","0"
"Secondhand Private Cars","2022 April","Wexford","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Wicklow","All fuel types","Number","97"
"Secondhand Private Cars","2022 April","Wicklow","Petrol","Number","52"
"Secondhand Private Cars","2022 April","Wicklow","Diesel","Number","20"
"Secondhand Private Cars","2022 April","Wicklow","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Wicklow","Petrol and electric hybrid","Number","17"
"Secondhand Private Cars","2022 April","Wicklow","Electric","Number","0"
"Secondhand Private Cars","2022 April","Wicklow","Petrol or Diesel plug-in hybrid electric","Number","8"
"Secondhand Private Cars","2022 April","Wicklow","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Limerick","All fuel types","Number","120"
"Secondhand Private Cars","2022 April","Limerick","Petrol","Number","45"
"Secondhand Private Cars","2022 April","Limerick","Diesel","Number","51"
"Secondhand Private Cars","2022 April","Limerick","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Limerick","Petrol and electric hybrid","Number","14"
"Secondhand Private Cars","2022 April","Limerick","Electric","Number","0"
"Secondhand Private Cars","2022 April","Limerick","Petrol or Diesel plug-in hybrid electric","Number","10"
"Secondhand Private Cars","2022 April","Limerick","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Waterford","All fuel types","Number","68"
"Secondhand Private Cars","2022 April","Waterford","Petrol","Number","31"
"Secondhand Private Cars","2022 April","Waterford","Diesel","Number","28"
"Secondhand Private Cars","2022 April","Waterford","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Waterford","Petrol and electric hybrid","Number","2"
"Secondhand Private Cars","2022 April","Waterford","Electric","Number","1"
"Secondhand Private Cars","2022 April","Waterford","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 April","Waterford","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 April","Tipperary","All fuel types","Number","123"
"Secondhand Private Cars","2022 April","Tipperary","Petrol","Number","57"
"Secondhand Private Cars","2022 April","Tipperary","Diesel","Number","54"
"Secondhand Private Cars","2022 April","Tipperary","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Tipperary","Petrol and electric hybrid","Number","9"
"Secondhand Private Cars","2022 April","Tipperary","Electric","Number","0"
"Secondhand Private Cars","2022 April","Tipperary","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 April","Tipperary","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Cork","All fuel types","Number","301"
"Secondhand Private Cars","2022 April","Cork","Petrol","Number","110"
"Secondhand Private Cars","2022 April","Cork","Diesel","Number","105"
"Secondhand Private Cars","2022 April","Cork","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Cork","Petrol and electric hybrid","Number","59"
"Secondhand Private Cars","2022 April","Cork","Electric","Number","4"
"Secondhand Private Cars","2022 April","Cork","Petrol or Diesel plug-in hybrid electric","Number","23"
"Secondhand Private Cars","2022 April","Cork","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 April","Dublin","All fuel types","Number","1365"
"Secondhand Private Cars","2022 April","Dublin","Petrol","Number","675"
"Secondhand Private Cars","2022 April","Dublin","Diesel","Number","246"
"Secondhand Private Cars","2022 April","Dublin","Other fuel types","Number","0"
"Secondhand Private Cars","2022 April","Dublin","Petrol and electric hybrid","Number","277"
"Secondhand Private Cars","2022 April","Dublin","Electric","Number","15"
"Secondhand Private Cars","2022 April","Dublin","Petrol or Diesel plug-in hybrid electric","Number","152"
"Secondhand Private Cars","2022 April","Dublin","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","All licensing authorities","All fuel types","Number","4023"
"Secondhand Private Cars","2022 May","All licensing authorities","Petrol","Number","1761"
"Secondhand Private Cars","2022 May","All licensing authorities","Diesel","Number","1343"
"Secondhand Private Cars","2022 May","All licensing authorities","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","All licensing authorities","Petrol and electric hybrid","Number","590"
"Secondhand Private Cars","2022 May","All licensing authorities","Electric","Number","18"
"Secondhand Private Cars","2022 May","All licensing authorities","Petrol or Diesel plug-in hybrid electric","Number","308"
"Secondhand Private Cars","2022 May","All licensing authorities","Diesel and electric hybrid","Number","3"
"Secondhand Private Cars","2022 May","Carlow","All fuel types","Number","38"
"Secondhand Private Cars","2022 May","Carlow","Petrol","Number","14"
"Secondhand Private Cars","2022 May","Carlow","Diesel","Number","17"
"Secondhand Private Cars","2022 May","Carlow","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Carlow","Petrol and electric hybrid","Number","4"
"Secondhand Private Cars","2022 May","Carlow","Electric","Number","0"
"Secondhand Private Cars","2022 May","Carlow","Petrol or Diesel plug-in hybrid electric","Number","3"
"Secondhand Private Cars","2022 May","Carlow","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Cavan","All fuel types","Number","73"
"Secondhand Private Cars","2022 May","Cavan","Petrol","Number","23"
"Secondhand Private Cars","2022 May","Cavan","Diesel","Number","45"
"Secondhand Private Cars","2022 May","Cavan","Other fuel types","Number",""
"Secondhand Private Cars","2022 May","Cavan","Petrol and electric hybrid","Number","3"
"Secondhand Private Cars","2022 May","Cavan","Electric","Number","1"
"Secondhand Private Cars","2022 May","Cavan","Petrol or Diesel plug-in hybrid electric","Number","1"
"Secondhand Private Cars","2022 May","Cavan","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Clare","All fuel types","Number","102"
"Secondhand Private Cars","2022 May","Clare","Petrol","Number","40"
"Secondhand Private Cars","2022 May","Clare","Diesel","Number","43"
"Secondhand Private Cars","2022 May","Clare","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Clare","Petrol and electric hybrid","Number","13"
"Secondhand Private Cars","2022 May","Clare","Electric","Number","0"
"Secondhand Private Cars","2022 May","Clare","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 May","Clare","Diesel and electric hybrid","Number",""
"Secondhand Private Cars","2022 May","Donegal","All fuel types","Number","227"
"Secondhand Private Cars","2022 May","Donegal","Petrol","Number","67"
"Secondhand Private Cars","2022 May","Donegal","Diesel","Number","143"
"Secondhand Private Cars","2022 May","Donegal","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Donegal","Petrol and electric hybrid","Number","6"
"Secondhand Private Cars","2022 May","Donegal","Electric","Number","0"
"Secondhand Private Cars","2022 May","Donegal","Petrol or Diesel plug-in hybrid electric","Number","11"
"Secondhand Private Cars","2022 May","Donegal","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Galway","All fuel types","Number","214"
"Secondhand Private Cars","2022 May","Galway","Petrol","Number","82"
"Secondhand Private Cars","2022 May","Galway","Diesel","Number","96"
"Secondhand Private Cars","2022 May","Galway","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Galway","Petrol and electric hybrid","Number","28"
"Secondhand Private Cars","2022 May","Galway","Electric","Number","0"
"Secondhand Private Cars","2022 May","Galway","Petrol or Diesel plug-in hybrid electric","Number","7"
"Secondhand Private Cars","2022 May","Galway","Diesel and electric hybrid","Number","1"
"Secondhand Private Cars","2022 May","Kerry","All fuel types","Number","58"
"Secondhand Private Cars","2022 May","Kerry","Petrol","Number","24"
"Secondhand Private Cars","2022 May","Kerry","Diesel","Number","24"
"Secondhand Private Cars","2022 May","Kerry","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Kerry","Petrol and electric hybrid","Number","4"
"Secondhand Private Cars","2022 May","Kerry","Electric","Number","0"
"Secondhand Private Cars","2022 May","Kerry","Petrol or Diesel plug-in hybrid electric","Number","6"
"Secondhand Private Cars","2022 May","Kerry","Diesel and electric hybrid","Number","0"
"Secondhand Private Cars","2022 May","Kildare","All fuel types","Number","195"
"Secondhand Private Cars","2022 May","Kildare","Petrol","Number","96"
"Secondhand Private Cars","2022 May","Kildare","Diesel","Number","56"
"Secondhand Private Cars","2022 May","Kildare","Other fuel types","Number","0"
"Secondhand Private Cars","2022 May","Kildare","Petrol and electric hybrid","Number","27"
