"STATISTIC Label","Year","Taxation Class","Type of Fuel","UNIT","VALUE"
"New and Secondhand Vehicles","2018","New Private Cars","All fuel types","Number","121157"
"New and Secondhand Vehicles","2018","New Private Cars","Petrol","Number","46776"
"New and Secondhand Vehicles","2018","New Private Cars","Diesel","Number","65814"
"New and Secondhand Vehicles","2018","New Private Cars","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","New Private Cars","Electric","Number","1222"
"New and Secondhand Vehicles","2018","New Private Cars","Hybrid","Number","7345"
"New and Secondhand Vehicles","2018","New Goods Vehicles","All fuel types","Number","25459"
"New and Secondhand Vehicles","2018","New Goods Vehicles","Petrol","Number","8"
"New and Secondhand Vehicles","2018","New Goods Vehicles","Diesel","Number","25372"
"New and Secondhand Vehicles","2018","New Goods Vehicles","Other fuel types","Number","10"
"New and Secondhand Vehicles","2018","New Goods Vehicles","Electric","Number","67"
"New and Secondhand Vehicles","2018","New Goods Vehicles","Hybrid","Number","2"
"New and Secondhand Vehicles","2018","New Tractors","All fuel types","Number","2043"
"New and Secondhand Vehicles","2018","New Tractors","Petrol","Number","5"
"New and Secondhand Vehicles","2018","New Tractors","Diesel","Number","2038"
"New and Secondhand Vehicles","2018","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","New Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2018","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","New Motor Cycles","All fuel types","Number","1556"
"New and Secondhand Vehicles","2018","New Motor Cycles","Petrol","Number","1549"
"New and Secondhand Vehicles","2018","New Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2018","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","New Motor Cycles","Electric","Number","7"
"New and Secondhand Vehicles","2018","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","New Other Vehicles","All fuel types","Number","7650"
"New and Secondhand Vehicles","2018","New Other Vehicles","Petrol","Number","1440"
"New and Secondhand Vehicles","2018","New Other Vehicles","Diesel","Number","5876"
"New and Secondhand Vehicles","2018","New Other Vehicles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","New Other Vehicles","Electric","Number","32"
"New and Secondhand Vehicles","2018","New Other Vehicles","Hybrid","Number","302"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","All fuel types","Number","99456"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","Petrol","Number","17837"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","Diesel","Number","75036"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","Other fuel types","Number","5"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","Electric","Number","700"
"New and Secondhand Vehicles","2018","Secondhand Private Cars","Hybrid","Number","5878"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","All fuel types","Number","14858"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","Petrol","Number","30"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","Diesel","Number","14816"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","Other fuel types","Number","5"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","Electric","Number","2"
"New and Secondhand Vehicles","2018","Secondhand Goods Vehicles","Hybrid","Number","5"
"New and Secondhand Vehicles","2018","Secondhand Tractors","All fuel types","Number","2198"
"New and Secondhand Vehicles","2018","Secondhand Tractors","Petrol","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Tractors","Diesel","Number","2198"
"New and Secondhand Vehicles","2018","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","All fuel types","Number","6013"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","Petrol","Number","1516"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","Diesel","Number","4055"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","Other fuel types","Number","2"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","Electric","Number","7"
"New and Secondhand Vehicles","2018","Secondhand Other Vehicles","Hybrid","Number","433"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","All fuel types","Number","3348"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","Petrol","Number","3347"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","Electric","Number","1"
"New and Secondhand Vehicles","2018","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","All Private Cars","All fuel types","Number","220613"
"New and Secondhand Vehicles","2018","All Private Cars","Petrol","Number","64613"
"New and Secondhand Vehicles","2018","All Private Cars","Diesel","Number","140850"
"New and Secondhand Vehicles","2018","All Private Cars","Other fuel types","Number","5"
"New and Secondhand Vehicles","2018","All Private Cars","Electric","Number","1922"
"New and Secondhand Vehicles","2018","All Private Cars","Hybrid","Number","13223"
"New and Secondhand Vehicles","2018","All Goods Vehicles","All fuel types","Number","40317"
"New and Secondhand Vehicles","2018","All Goods Vehicles","Petrol","Number","38"
"New and Secondhand Vehicles","2018","All Goods Vehicles","Diesel","Number","40188"
"New and Secondhand Vehicles","2018","All Goods Vehicles","Other fuel types","Number","15"
"New and Secondhand Vehicles","2018","All Goods Vehicles","Electric","Number","69"
"New and Secondhand Vehicles","2018","All Goods Vehicles","Hybrid","Number","7"
"New and Secondhand Vehicles","2018","All Tractors","All fuel types","Number","4241"
"New and Secondhand Vehicles","2018","All Tractors","Petrol","Number","5"
"New and Secondhand Vehicles","2018","All Tractors","Diesel","Number","4236"
"New and Secondhand Vehicles","2018","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","All Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2018","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","All Motor Cycles","All fuel types","Number","4904"
"New and Secondhand Vehicles","2018","All Motor Cycles","Petrol","Number","4896"
"New and Secondhand Vehicles","2018","All Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2018","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2018","All Motor Cycles","Electric","Number","8"
"New and Secondhand Vehicles","2018","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2018","All Other Vehicles","All fuel types","Number","13663"
"New and Secondhand Vehicles","2018","All Other Vehicles","Petrol","Number","2956"
"New and Secondhand Vehicles","2018","All Other Vehicles","Diesel","Number","9931"
"New and Secondhand Vehicles","2018","All Other Vehicles","Other fuel types","Number","2"
"New and Secondhand Vehicles","2018","All Other Vehicles","Electric","Number","39"
"New and Secondhand Vehicles","2018","All Other Vehicles","Hybrid","Number","735"
"New and Secondhand Vehicles","2019","New Private Cars","All fuel types","Number","113305"
"New and Secondhand Vehicles","2019","New Private Cars","Petrol","Number","45761"
"New and Secondhand Vehicles","2019","New Private Cars","Diesel","Number","53201"
"New and Secondhand Vehicles","2019","New Private Cars","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","New Private Cars","Electric","Number","3443"
"New and Secondhand Vehicles","2019","New Private Cars","Hybrid","Number","10900"
"New and Secondhand Vehicles","2019","New Goods Vehicles","All fuel types","Number","24645"
"New and Secondhand Vehicles","2019","New Goods Vehicles","Petrol","Number","10"
"New and Secondhand Vehicles","2019","New Goods Vehicles","Diesel","Number","24327"
"New and Secondhand Vehicles","2019","New Goods Vehicles","Other fuel types","Number","10"
"New and Secondhand Vehicles","2019","New Goods Vehicles","Electric","Number","293"
"New and Secondhand Vehicles","2019","New Goods Vehicles","Hybrid","Number","5"
"New and Secondhand Vehicles","2019","New Tractors","All fuel types","Number","2137"
"New and Secondhand Vehicles","2019","New Tractors","Petrol","Number","8"
"New and Secondhand Vehicles","2019","New Tractors","Diesel","Number","2129"
"New and Secondhand Vehicles","2019","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","New Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2019","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","New Motor Cycles","All fuel types","Number","1848"
"New and Secondhand Vehicles","2019","New Motor Cycles","Petrol","Number","1816"
"New and Secondhand Vehicles","2019","New Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2019","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","New Motor Cycles","Electric","Number","32"
"New and Secondhand Vehicles","2019","New Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","New Other Vehicles","All fuel types","Number","7813"
"New and Secondhand Vehicles","2019","New Other Vehicles","Petrol","Number","1537"
"New and Secondhand Vehicles","2019","New Other Vehicles","Diesel","Number","5627"
"New and Secondhand Vehicles","2019","New Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2019","New Other Vehicles","Electric","Number","35"
"New and Secondhand Vehicles","2019","New Other Vehicles","Hybrid","Number","611"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","All fuel types","Number","108895"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","Petrol","Number","21779"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","Diesel","Number","78315"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","Other fuel types","Number","7"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","Electric","Number","611"
"New and Secondhand Vehicles","2019","Secondhand Private Cars","Hybrid","Number","8183"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","All fuel types","Number","15152"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","Petrol","Number","30"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","Diesel","Number","15070"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","Other fuel types","Number","5"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","Electric","Number","2"
"New and Secondhand Vehicles","2019","Secondhand Goods Vehicles","Hybrid","Number","45"
"New and Secondhand Vehicles","2019","Secondhand Tractors","All fuel types","Number","2595"
"New and Secondhand Vehicles","2019","Secondhand Tractors","Petrol","Number","7"
"New and Secondhand Vehicles","2019","Secondhand Tractors","Diesel","Number","2588"
"New and Secondhand Vehicles","2019","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2019","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","All fuel types","Number","6906"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","Petrol","Number","1889"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","Diesel","Number","4550"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","Other fuel types","Number","4"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","Electric","Number","7"
"New and Secondhand Vehicles","2019","Secondhand Other Vehicles","Hybrid","Number","456"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","All fuel types","Number","3648"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","Petrol","Number","3633"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","Electric","Number","15"
"New and Secondhand Vehicles","2019","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","All Private Cars","All fuel types","Number","222200"
"New and Secondhand Vehicles","2019","All Private Cars","Petrol","Number","67540"
"New and Secondhand Vehicles","2019","All Private Cars","Diesel","Number","131516"
"New and Secondhand Vehicles","2019","All Private Cars","Other fuel types","Number","7"
"New and Secondhand Vehicles","2019","All Private Cars","Electric","Number","4054"
"New and Secondhand Vehicles","2019","All Private Cars","Hybrid","Number","19083"
"New and Secondhand Vehicles","2019","All Goods Vehicles","All fuel types","Number","39797"
"New and Secondhand Vehicles","2019","All Goods Vehicles","Petrol","Number","40"
"New and Secondhand Vehicles","2019","All Goods Vehicles","Diesel","Number","39397"
"New and Secondhand Vehicles","2019","All Goods Vehicles","Other fuel types","Number","15"
"New and Secondhand Vehicles","2019","All Goods Vehicles","Electric","Number","295"
"New and Secondhand Vehicles","2019","All Goods Vehicles","Hybrid","Number","50"
"New and Secondhand Vehicles","2019","All Tractors","All fuel types","Number","4732"
"New and Secondhand Vehicles","2019","All Tractors","Petrol","Number","15"
"New and Secondhand Vehicles","2019","All Tractors","Diesel","Number","4717"
"New and Secondhand Vehicles","2019","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","All Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2019","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","All Motor Cycles","All fuel types","Number","5496"
"New and Secondhand Vehicles","2019","All Motor Cycles","Petrol","Number","5449"
"New and Secondhand Vehicles","2019","All Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2019","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2019","All Motor Cycles","Electric","Number","47"
"New and Secondhand Vehicles","2019","All Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2019","All Other Vehicles","All fuel types","Number","14719"
"New and Secondhand Vehicles","2019","All Other Vehicles","Petrol","Number","3426"
"New and Secondhand Vehicles","2019","All Other Vehicles","Diesel","Number","10177"
"New and Secondhand Vehicles","2019","All Other Vehicles","Other fuel types","Number","7"
"New and Secondhand Vehicles","2019","All Other Vehicles","Electric","Number","42"
"New and Secondhand Vehicles","2019","All Other Vehicles","Hybrid","Number","1067"
"New and Secondhand Vehicles","2020","New Private Cars","All fuel types","Number","84309"
"New and Secondhand Vehicles","2020","New Private Cars","Petrol","Number","31507"
"New and Secondhand Vehicles","2020","New Private Cars","Diesel","Number","36208"
"New and Secondhand Vehicles","2020","New Private Cars","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","New Private Cars","Electric","Number","3940"
"New and Secondhand Vehicles","2020","New Private Cars","Hybrid","Number","12654"
"New and Secondhand Vehicles","2020","New Goods Vehicles","All fuel types","Number","21495"
"New and Secondhand Vehicles","2020","New Goods Vehicles","Petrol","Number","21"
"New and Secondhand Vehicles","2020","New Goods Vehicles","Diesel","Number","20977"
"New and Secondhand Vehicles","2020","New Goods Vehicles","Other fuel types","Number","19"
"New and Secondhand Vehicles","2020","New Goods Vehicles","Electric","Number","443"
"New and Secondhand Vehicles","2020","New Goods Vehicles","Hybrid","Number","35"
"New and Secondhand Vehicles","2020","New Tractors","All fuel types","Number","2190"
"New and Secondhand Vehicles","2020","New Tractors","Petrol","Number","89"
"New and Secondhand Vehicles","2020","New Tractors","Diesel","Number","2101"
"New and Secondhand Vehicles","2020","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","New Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2020","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2020","New Motor Cycles","All fuel types","Number","1709"
"New and Secondhand Vehicles","2020","New Motor Cycles","Petrol","Number","1674"
"New and Secondhand Vehicles","2020","New Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2020","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","New Motor Cycles","Electric","Number","34"
"New and Secondhand Vehicles","2020","New Motor Cycles","Hybrid","Number","1"
"New and Secondhand Vehicles","2020","New Other Vehicles","All fuel types","Number","6811"
"New and Secondhand Vehicles","2020","New Other Vehicles","Petrol","Number","1295"
"New and Secondhand Vehicles","2020","New Other Vehicles","Diesel","Number","4722"
"New and Secondhand Vehicles","2020","New Other Vehicles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","New Other Vehicles","Electric","Number","26"
"New and Secondhand Vehicles","2020","New Other Vehicles","Hybrid","Number","768"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","All fuel types","Number","78541"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","Petrol","Number","19136"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","Diesel","Number","50886"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","Other fuel types","Number","4"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","Electric","Number","428"
"New and Secondhand Vehicles","2020","Secondhand Private Cars","Hybrid","Number","8087"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","All fuel types","Number","11753"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","Petrol","Number","50"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","Diesel","Number","11665"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","Electric","Number","2"
"New and Secondhand Vehicles","2020","Secondhand Goods Vehicles","Hybrid","Number","35"
"New and Secondhand Vehicles","2020","Secondhand Tractors","All fuel types","Number","2648"
"New and Secondhand Vehicles","2020","Secondhand Tractors","Petrol","Number","7"
"New and Secondhand Vehicles","2020","Secondhand Tractors","Diesel","Number","2640"
"New and Secondhand Vehicles","2020","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","Secondhand Tractors","Electric","Number","1"
"New and Secondhand Vehicles","2020","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","All fuel types","Number","5146"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","Petrol","Number","1818"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","Diesel","Number","3106"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","Electric","Number","4"
"New and Secondhand Vehicles","2020","Secondhand Other Vehicles","Hybrid","Number","215"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","All fuel types","Number","3384"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","Petrol","Number","3378"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","Electric","Number","6"
"New and Secondhand Vehicles","2020","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2020","All Private Cars","All fuel types","Number","162850"
"New and Secondhand Vehicles","2020","All Private Cars","Petrol","Number","50643"
"New and Secondhand Vehicles","2020","All Private Cars","Diesel","Number","87094"
"New and Secondhand Vehicles","2020","All Private Cars","Other fuel types","Number","4"
"New and Secondhand Vehicles","2020","All Private Cars","Electric","Number","4368"
"New and Secondhand Vehicles","2020","All Private Cars","Hybrid","Number","20741"
"New and Secondhand Vehicles","2020","All Goods Vehicles","All fuel types","Number","33248"
"New and Secondhand Vehicles","2020","All Goods Vehicles","Petrol","Number","71"
"New and Secondhand Vehicles","2020","All Goods Vehicles","Diesel","Number","32642"
"New and Secondhand Vehicles","2020","All Goods Vehicles","Other fuel types","Number","20"
"New and Secondhand Vehicles","2020","All Goods Vehicles","Electric","Number","445"
"New and Secondhand Vehicles","2020","All Goods Vehicles","Hybrid","Number","70"
"New and Secondhand Vehicles","2020","All Tractors","All fuel types","Number","4838"
"New and Secondhand Vehicles","2020","All Tractors","Petrol","Number","96"
"New and Secondhand Vehicles","2020","All Tractors","Diesel","Number","4741"
"New and Secondhand Vehicles","2020","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","All Tractors","Electric","Number","1"
"New and Secondhand Vehicles","2020","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2020","All Motor Cycles","All fuel types","Number","5093"
"New and Secondhand Vehicles","2020","All Motor Cycles","Petrol","Number","5052"
"New and Secondhand Vehicles","2020","All Motor Cycles","Diesel","Number","0"
"New and Secondhand Vehicles","2020","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2020","All Motor Cycles","Electric","Number","40"
"New and Secondhand Vehicles","2020","All Motor Cycles","Hybrid","Number","1"
"New and Secondhand Vehicles","2020","All Other Vehicles","All fuel types","Number","11957"
"New and Secondhand Vehicles","2020","All Other Vehicles","Petrol","Number","3113"
"New and Secondhand Vehicles","2020","All Other Vehicles","Diesel","Number","7828"
"New and Secondhand Vehicles","2020","All Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2020","All Other Vehicles","Electric","Number","30"
"New and Secondhand Vehicles","2020","All Other Vehicles","Hybrid","Number","983"
"New and Secondhand Vehicles","2021","New Private Cars","All fuel types","Number","101853"
"New and Secondhand Vehicles","2021","New Private Cars","Petrol","Number","32950"
"New and Secondhand Vehicles","2021","New Private Cars","Diesel","Number","34396"
"New and Secondhand Vehicles","2021","New Private Cars","Other fuel types","Number","292"
"New and Secondhand Vehicles","2021","New Private Cars","Electric","Number","8554"
"New and Secondhand Vehicles","2021","New Private Cars","Hybrid","Number","25661"
"New and Secondhand Vehicles","2021","New Goods Vehicles","All fuel types","Number","28387"
"New and Secondhand Vehicles","2021","New Goods Vehicles","Petrol","Number","28"
"New and Secondhand Vehicles","2021","New Goods Vehicles","Diesel","Number","27258"
"New and Secondhand Vehicles","2021","New Goods Vehicles","Other fuel types","Number","23"
"New and Secondhand Vehicles","2021","New Goods Vehicles","Electric","Number","894"
"New and Secondhand Vehicles","2021","New Goods Vehicles","Hybrid","Number","184"
"New and Secondhand Vehicles","2021","New Tractors","All fuel types","Number","2491"
"New and Secondhand Vehicles","2021","New Tractors","Petrol","Number","63"
"New and Secondhand Vehicles","2021","New Tractors","Diesel","Number","2428"
"New and Secondhand Vehicles","2021","New Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","New Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2021","New Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2021","New Motor Cycles","All fuel types","Number","2335"
"New and Secondhand Vehicles","2021","New Motor Cycles","Petrol","Number","2260"
"New and Secondhand Vehicles","2021","New Motor Cycles","Diesel","Number","4"
"New and Secondhand Vehicles","2021","New Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","New Motor Cycles","Electric","Number","66"
"New and Secondhand Vehicles","2021","New Motor Cycles","Hybrid","Number","5"
"New and Secondhand Vehicles","2021","New Other Vehicles","All fuel types","Number","7310"
"New and Secondhand Vehicles","2021","New Other Vehicles","Petrol","Number","1171"
"New and Secondhand Vehicles","2021","New Other Vehicles","Diesel","Number","4382"
"New and Secondhand Vehicles","2021","New Other Vehicles","Other fuel types","Number","7"
"New and Secondhand Vehicles","2021","New Other Vehicles","Electric","Number","102"
"New and Secondhand Vehicles","2021","New Other Vehicles","Hybrid","Number","1648"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","All fuel types","Number","68042"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","Petrol","Number","20830"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","Diesel","Number","36495"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","Electric","Number","455"
"New and Secondhand Vehicles","2021","Secondhand Private Cars","Hybrid","Number","10262"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","All fuel types","Number","10631"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","Petrol","Number","66"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","Diesel","Number","10463"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","Other fuel types","Number","1"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","Electric","Number","4"
"New and Secondhand Vehicles","2021","Secondhand Goods Vehicles","Hybrid","Number","97"
"New and Secondhand Vehicles","2021","Secondhand Tractors","All fuel types","Number","3341"
"New and Secondhand Vehicles","2021","Secondhand Tractors","Petrol","Number","4"
"New and Secondhand Vehicles","2021","Secondhand Tractors","Diesel","Number","3337"
"New and Secondhand Vehicles","2021","Secondhand Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","Secondhand Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2021","Secondhand Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","All fuel types","Number","6511"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","Petrol","Number","2626"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","Diesel","Number","3715"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","Other fuel types","Number","3"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","Electric","Number","9"
"New and Secondhand Vehicles","2021","Secondhand Other Vehicles","Hybrid","Number","158"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","All fuel types","Number","3436"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","Petrol","Number","3431"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","Diesel","Number","3"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","Electric","Number","2"
"New and Secondhand Vehicles","2021","Secondhand Motor Cycles","Hybrid","Number","0"
"New and Secondhand Vehicles","2021","All Private Cars","All fuel types","Number","169895"
"New and Secondhand Vehicles","2021","All Private Cars","Petrol","Number","53780"
"New and Secondhand Vehicles","2021","All Private Cars","Diesel","Number","70891"
"New and Secondhand Vehicles","2021","All Private Cars","Other fuel types","Number","292"
"New and Secondhand Vehicles","2021","All Private Cars","Electric","Number","9009"
"New and Secondhand Vehicles","2021","All Private Cars","Hybrid","Number","35923"
"New and Secondhand Vehicles","2021","All Goods Vehicles","All fuel types","Number","39018"
"New and Secondhand Vehicles","2021","All Goods Vehicles","Petrol","Number","94"
"New and Secondhand Vehicles","2021","All Goods Vehicles","Diesel","Number","37721"
"New and Secondhand Vehicles","2021","All Goods Vehicles","Other fuel types","Number","24"
"New and Secondhand Vehicles","2021","All Goods Vehicles","Electric","Number","898"
"New and Secondhand Vehicles","2021","All Goods Vehicles","Hybrid","Number","281"
"New and Secondhand Vehicles","2021","All Tractors","All fuel types","Number","5832"
"New and Secondhand Vehicles","2021","All Tractors","Petrol","Number","67"
"New and Secondhand Vehicles","2021","All Tractors","Diesel","Number","5765"
"New and Secondhand Vehicles","2021","All Tractors","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","All Tractors","Electric","Number","0"
"New and Secondhand Vehicles","2021","All Tractors","Hybrid","Number","0"
"New and Secondhand Vehicles","2021","All Motor Cycles","All fuel types","Number","5771"
"New and Secondhand Vehicles","2021","All Motor Cycles","Petrol","Number","5691"
"New and Secondhand Vehicles","2021","All Motor Cycles","Diesel","Number","7"
"New and Secondhand Vehicles","2021","All Motor Cycles","Other fuel types","Number","0"
"New and Secondhand Vehicles","2021","All Motor Cycles","Electric","Number","68"
"New and Secondhand Vehicles","2021","All Motor Cycles","Hybrid","Number","5"
"New and Secondhand Vehicles","2021","All Other Vehicles","All fuel types","Number","13821"
"New and Secondhand Vehicles","2021","All Other Vehicles","Petrol","Number","3797"
"New and Secondhand Vehicles","2021","All Other Vehicles","Diesel","Number","8097"
"New and Secondhand Vehicles","2021","All Other Vehicles","Other fuel types","Number","10"
"New and Secondhand Vehicles","2021","All Other Vehicles","Electric","Number","111"
"New and Secondhand Vehicles","2021","All Other Vehicles","Hybrid","Number","1806"
"New and Secondhand Vehicles","2022","New Private Cars","All fuel types","Number","101349"
"New and Secondhand Vehicles","2022","New Private Cars","Petrol","Number","30627"
