Territory,County,Address,Nr. Chargers,Max. Sim. CCS,Max. Sim. CHAdeMo,Max. Sim. Fast AC,Max. Sim. AC Socket,CCS kWs,CHAdeMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Road / Route / Exit,Latest Change
NI,Antrim,"Central Station Car Park, Mays Meadow, Belfast, BT1 3PB",2,0,0,0,2,,,,22(2),54.595384,-5.915776,24 x 7,,
NI,Antrim,"Adelaide Street, Belfast, BT2 8GB",1,0,0,0,2,,,,22(2),54.594342,-5.928256,24 x 7,,
NI,Antrim,"BCC Car Park, Cromac Street, Belfast, BT2 8JN",1,0,0,0,2,,,,22(2),54.5940068,-5.9241344,24 x 7,,
NI,Antrim,"BCC Car Park, Hope Street North/Bruce Street, Belfast, BT12 5EE",1,0,0,0,2,,,,22(2),54.5934816,-5.9356893,24 x 7,,
NI,Antrim,"BCC Car Park, Little Victoria Street, Belfast, BT2 7JH",1,0,0,0,2,,,,22(2),54.592703,-5.93343,24 x 7,,
NI,Antrim,"Lower Crescent, Belfast, BT7 1NR",1,0,0,0,2,,,,22(2),54.587893,-5.934377,24 x 7,,
NI,Antrim,"Sainsbury's Car Park, 28 Kennedy Centre, Falls Rd, Belfast, BT11 9AE",1,0,0,0,2,,,,22(2),54.5821544,-5.9794384,24 x 7,,
NI,Antrim,"Lisnasharragh Leisure Centre, Montgomery Rd, Castlereagh, Belfast, BT6 9HS",1,2,0,0,0,100(2),,,,54.5774,-5.88767,24 x 7,,
NI,Antrim,"Shane Retail Park, Boucher Road, Belfast, BT12",1,1,1,0,1,50,50,,22,54.572268,-5.97053,Mon:09:00-21:00 Tue:09:00-21:00 Wed:09:00-21:00 Thu:09:00-21:00 Fri:09:00-21:00 Sat:09:00-21:00 Sun:13:00-17:00,,
NI,Antrim,"Cairnshill Park and Ride, Saintfield Road/Purdysburn Road, Belfast, BT8 6RG",1,0,0,0,2,,,,22(2),54.546408,-5.905207,24 x 7,,
NI,Antrim,"Car Park opposite The Bushmills Inn, Main Street, Bushmills, BT57 8QB",1,0,0,0,2,,,,22(2),55.207426,-6.523373,24 x 7,,
NI,Antrim,"Spar car park , Havelock Place, Carnlough, BT44 0EU",1,2,0,0,0,100(2),,,,54.9941683,-5.9895497,24 x 7,,
NI,Antrim,"Council Public Car Park, Beverley Road, Carnmoney, BT36 6QD",1,0,0,0,2,,,,22(2),54.68885,-5.948989,24 x 7,,
NI,Antrim,"Carrickfergus Station Park and Ride, Victoria Street, Carrickfergus, BT38 8AQ",1,0,0,0,2,,,,22(2),54.717053,-5.810334,24 x 7,,
NI,Antrim,"BCC Car Park, Glenburn Road, Dunmurry, BT17 9AQ",1,0,0,0,2,,,,22(2),54.550341,-6.005085,24 x 7,,
NI,Antrim,"New Road (A2 Coast Road), Glenarm, BT44 0AA",1,0,0,0,2,,,,22(2),54.968494,-5.950874,24 x 7,,
NI,Antrim,"Jordanstown Train Station Park & Ride, Lynda Avenue, Jordanstown, BT37 0NX",1,0,0,0,2,,,,22(2),54.6866465,-5.8978241,24 x 7,,
NI,Antrim,"Larne Leisure Centre, 28 Tower Rd, Larne, BT40 1AB",1,0,0,0,2,,,,22(2),54.855201,-5.803055,24 x 7,,
NI,Antrim,"Agnew Street, Larne, BT40 1RF",1,0,0,0,2,,,,22(2),54.852279,-5.815372,24 x 7,,
NI,Antrim,"Riverdale, Off High Street, Larne, BT40 1LB",1,0,0,0,2,,,,22(2),54.85092,-5.824385,24 x 7,,
NI,Antrim,"Narrow Gauge/Circular Road, Larne, BT40 1XB",1,0,0,0,2,,,,22(2),54.8500597,-5.8182838,24 x 7,,
NI,Antrim,"Port Stop Circle K Service Station, Redlands Road, Larne, BT40 1AY",1,2,0,0,0,100(2),,,,54.846012,-5.807106,24 x 7,,
NI,Antrim,"Lisburn and Castlereagh City Council Car Park, Benson Street, Lisburn, BT28 2AA",1,0,0,0,2,,,,22(2),54.5138059,-6.0547978,24 x 7,,
NI,Antrim,"Sixmile Leisure Centre, Off Ballynure Road, Ballyclare, Newtownabbey, BT39 9YU",1,0,0,0,2,,,,22(2),54.752969,-5.997569,24 x 7,,
NI,Antrim,"Council Car Park, Harrier Way, Ballyclare, Newtownabbey, BT39 9AA",1,0,0,0,2,,,,22(2),54.750814,-5.999819,24 x 7,,
NI,Antrim,"Mossley West Park and Ride, The Glade / Carnmoney Road North, Newtownabbey, BT36 5NN",1,0,0,0,2,,,,22(2),54.696594,-5.951624,24 x 7,,
NI,Antrim,"Applegreen Templepatrick Services, M2 N/W-bound, Newtownabbey, BT364RN",1,1,1,0,1,50,50,,22,54.69481,-6.018397,24 x 7,M2 M2,
NI,Antrim,"Council Car Park, Farmley Road, Glengormley, Newtownabbey, BT36 7TY",1,0,0,0,2,,,,22(2),54.66953,-5.95782,24 x 7,,
NI,Antrim,"The Valley Leisure Centre, Church Road, Newtownabbey, BT36 7LJ",1,0,0,0,2,,,,22(2),54.661953,-5.930754,24 x 7,,
NI,Antrim,"Causeway Coast and Glens Borough Council Car Park, Lower Lansdowne Road/ Bath Road, Portrush, BT56 8AY",1,0,0,0,2,,,,22(2),55.20941,-6.65513,24 x 7,,
NI,Antrim,"Causeway Coast and Glens Borough Council Car Park, Dunluce Avenue, Portrush, BT56 8DW",1,0,0,0,2,,,,22(2),55.202916,-6.651237,24 x 7,,
NI,Antrim ,"Portrush Service Station, 185 Bushmills Road, Portrush, Co. Antrim, BT56 8JE",1,1,1,0,1,50,50,,22,55.2017099,-6.6457927,24 x 7,,
NI,Antrim,"Portglenone Road (Opposite Presbyterian Church, Randalstown, BT41 3EH",1,0,0,0,2,,,,22(2),54.751025,-6.323984,24 x 7,,
NI,Antrim,"Hilton Templepatrick Castle Upton Estate, Paradise Walk, Templepatrick, BT39 0DD",1,0,0,0,2,,,,22(2),54.710224,-6.093044,24 x 7,,
NI,Antrim,"Templepatrick Park and Ride, A6 Belfast Rd/Paradise Walk, Templepatrick, BT39 0DD",1,0,0,0,2,,,,22(2),54.705215,-6.089323,24 x 7,,
NI,Antrim,"Park And Ride, Moneynick Road (B18), Toome Bypass, Toomebridge, BT49 3QP",1,0,0,0,2,,,,22(2),54.749279,-6.44828,24 x 7,,
NI,Armagh,"Recreation Centre Car Park, 20 Cathedral Road, Armagh, BT61 7QX",1,0,0,0,2,,,,22(2),54.350942,-6.660039,24 x 7,,
NI,Armagh,"Public Parking, Palace Demense Park (A3), Off Friary Road (A3), Armagh, BT60 4EL",1,0,0,0,2,,,,22(2),54.340366,-6.65215,24 x 7,,
NI,Armagh,"Lough Neagh Discovery Centre, B76 (M1 Exit 10), Lurgan, Craigavon, BT66 6NJ",1,0,0,0,2,,,,22(2),54.496159,-6.384416,24 x 7,M1 M1,
NI,Armagh,"Craigavon Leisure Centre/Community Hub, Brownlow Rd, Craigavon, BT65 5DL",1,0,0,0,2,,,,22(2),54.445926,-6.364334,24 x 7,,
NI,Armagh,"Lurgan Park & Ride, Lough Road, Lurgan, BT66 6JB",1,0,0,0,2,,,,22(2),54.482015,-6.354253,24 x 7,,
NI,Armagh,"Council Car Park, Magowan Buildings, Woodhouse Street, Portadown, BT62 1JG",1,0,0,0,2,,,,22(2),54.423635,-6.446591,24 x 7,,
NI,Armagh,"McDonalds Car Park, Meadow Lane East, Portadown, BT62 3TN",1,0,0,0,2,,,,22(2),54.422202,-6.44002,24 x 7,,
NI,Armagh,"Council Car Park, Fair Green, Duke Street, Portadown, BT62 3PF",1,0,0,0,2,,,,22(2),54.4208777,-6.4474723,24 x 7,,
NI,Armagh,"Market Street, Tandragee, BT62 2BW",1,0,0,0,2,,,,22(2),54.352986,-6.412773,24 x 7,,
NI,Derry,"Carlisle Road, Derry City, BT48 6JW",1,0,0,0,2,,,,22(2),54.9932023,-7.3193956,24 x 7,,
NI,Derry,"Templemore Leisure Centre, Templemore Road, Londonderry, BT48 7QL",1,0,0,0,2,,,,22(2),55.025118,-7.337706,24 x 7,,
NI,Derry/Londonderry,"Benone Tourist Complex, 53 Benone Ave, Benone, BT49 0LQ",1,0,0,0,2,,,,22(2),55.163904,-6.871463,24 x 7,,
NI,Derry/Londonderry,"Park and Ride, Castledawson Road (A31), Castledawson, BT49 0NW",1,0,0,0,2,,,,22(2),54.770986,-6.57608,24 x 7,,
NI,Derry/Londonderry,"Council Car Park, Union Street, Central Magherafelt, BT45 6DF",1,0,0,0,2,,,,22(2),54.756443,-6.610751,24 x 7,,
NI,Derry/Londonderry,"Coleraine Park and Ride, Railway Place, Coleraine, BT52 1PQ",1,0,0,0,2,,,,22(2),55.133625,-6.663814,24 x 7,,
NI,Derry/Londonderry,"Causeway Coast and Glens Borough Council Car Park, Waterside Lane, Off Castlerock Street/Waterside (A2), Coleraine, BT51 3DP",1,0,0,0,2,,,,22(2),55.132465,-6.676898,24 x 7,,
NI,Derry/Londonderry,"Public Car Park, Chapel Road, Dungiven, BT47 4RT",1,0,0,0,2,,,,22(2),54.919368,-6.915843,24 x 7,,
NI,Derry/Londonderry,"Church Street, Kilrea, BT51 5QU",1,0,0,0,2,,,,22(2),54.95111,-6.555297,24 x 7,,
NI,Derry/Londonderry,"Main Street, Limavady, BT47 0ET",1,0,0,0,2,,,,22(2),55.052944,-6.951432,24 x 7,,
NI,Derry/Londonderry,"Catherine Street, Limavady, BT49 9DB",1,0,0,0,2,,,,22(2),55.049487,-6.953681,24 x 7,,
NI,Derry/Londonderry,"Roe Valley Country Park Hotel, Off Drumrane Road (B192), Limavady, BT49 9LB",1,0,0,0,2,,,,22(2),55.0375,-6.9537,24 x 7,,
NI,Derry/Londonderry,"Strand Road, Londonderry, BT48 7AJ",1,0,0,0,2,,,,22(2),55.001546,-7.322345,24 x 7,,
NI,Derry/Londonderry,"Victoria Market Car Park, Off Queens Quay Roundabout, Londonderry, BT48 7AS",1,0,0,0,2,,,,22(2),54.9989,-7.32095,24 x 7,,
NI,Derry/Londonderry,"The Diamond, Londonderry, BT48 6HN",1,0,0,0,2,,,,22(2),54.99548,-7.32185,24 x 7,,
NI,Derry/Londonderry,"Maxol Service Station, Glendermot Road, Waterside, Londonderry, BT47 6BG",1,1,1,0,1,50,50,,22,54.9946939,-7.3061492,24 x 7,,
NI,Derry/Londonderry,"Car Park, Bishop Street, Londonderry, BT48 6PT",2,0,0,0,2,,,,22(2),54.994629,-7.323503,24 x 7,,
NI,Derry/Londonderry,"Texaco Service Station, Glenshane Road, Maghera, BT46 5JZ",1,1,1,1,0,50,50,43,,54.8470429,-6.7203921,24 x 7,,
NI,Derry/Londonderry,"Craigadick Park & Ride, Glenshane Rd/Tobermore Rd (A6/A29) intersection, Maghera, BT46 5DR",1,0,0,0,2,,,,22(2),54.836708,-6.683699,24 x 7,,
NI,Derry/Londonderry,"Council Car Park, St. Lurachs Road, Magherafelt, BT46 5JE",1,0,0,0,2,,,,22(2),54.8434,-6.6713,24 x 7,,
NI,Derry/Londonderry,"St Patricks Street, Draperstown, Magherafelt, BT45 7AL",1,0,0,0,2,,,,22(2),54.793289,-6.785016,24 x 7,,
NI,Derry/Londonderry,"Meadowlane Shopping Centre, Moneymore Road, Magherafelt, BT45 6PR",1,0,0,0,2,,,,22(2),54.75236,-6.61157,24 x 7,,
NI,Derry/Londonderry,"Moneymore Recreation Centre, Moneyhaw Rd, Moneymore, BT45 7XJ",1,0,0,0,2,,,,22(2),54.688089,-6.671085,24 x 7,,
NI,Derry/Londonderry,"Main Street, Plumbridge, BT79 8AA",1,0,0,0,2,,,,22(2),54.767794,-7.250329,24 x 7,,
NI,Derry/Londonderry,"Derry City and Strabane District Council Car Park, Canal Basin, Dock Street, Strabane, BT82 8EE",1,0,0,0,2,,,,22(2),54.829324,-7.464149,24 x 7,,
NI,Derry/Londonderry,"The Fir Trees Hotel, Dublin Road, Strabane, BT82 9EA",2,2,0,0,2,100(2),,,22(2),54.8087,-7.47446,24 x 7,,
NI,Derry/Londonderry,"Albert Street Car Park, Off Main Street & Strabane Road, Castlederg, Strabane, BT81 7AT",1,0,0,0,2,,,,22(2),54.70753,-7.59209,24 x 7,,
NI,Down,"Dromore Road (A1), Banbridge, BT32 4ET",1,1,1,0,1,50,50,,22,54.3683077,-6.2175011,24 x 7,,
NI,Down,"Downshire Place, Banbridge, BT32 3DF",1,0,0,0,2,,,,22(2),54.3498679,-6.2703341,24 x 7,,
NI,Down,"Public Car Park, Townsend Street, Banbridge, BT32 3LF",1,0,0,0,2,,,,22(2),54.3467143,-6.2687488,24 x 7,,
NI,Down,"Public Car Park, Quay Street, Bangor, BT20 5ED",1,0,0,0,2,,,,22(2),54.664614,-5.66827,24 x 7,,
NI,Down,"Ivanhoe Inn & Hotel, 556 Saintfield Rd, Carryduff, BT8 8EU",1,0,0,0,2,,,,22(2),54.529472,-5.893496,24 x 7,,
NI,Down,"Council Public Car Park, The Square, Crossgar, BT30 9EE",1,0,0,0,2,,,,22(2),54.396759,-5.758739,24 x 7,,
NI,Down,"Main Street, Castlewellan, Down, BT31 9DQ",1,0,0,0,2,,,,22(2),54.2566055,-5.9466349,24 x 7,,
NI,Down,"The Quays Shopping Centre, Via Bridge Street or Albert Basin, Newry, Down, BT35 8QS",1,0,0,0,2,,,,7(2),54.168319,-6.34252,24 x 7,,
NI,Down,"Church Street/Saul Link, Downpatrick, BT30 6EH",1,0,0,0,2,,,,22(2),54.331,-5.7139,24 x 7,,
NI,Down,"Ratkeltair House, Market Street, Downpatrick, BT30 6AJ",1,0,0,0,2,,,,22(2),54.325181,-5.7212773,24 x 7,,
NI,Down,"Cross Lane/Gallows Street, Dromore, BT25 1BL",1,0,0,0,2,,,,22(2),54.415433,-6.148908,24 x 7,,
NI,Down,"Dundonald Cinemaplex, Old Dundonald Road, Dundonald, BT16 1XT",1,0,0,0,2,,,,22(2),54.5895,-5.821811,24 x 7,,
NI,Down,"Sprucefield Shopping Centre, Off Lisburn-Hillsborough Road (A1 & M1), Hillsborough, BT27 5UJ",1,1,1,0,1,50,50,,22,54.4917615,-6.0613048,24 x 7,M1 M1,
NI,Down,"Lisburn Street, Hillsborough, BT26 6AB",1,0,0,0,2,,,,22(2),54.4650649,-6.0837762,24 x 7,,
NI,Down,"Ulster Folk and Transport Museum, 153 Bangor Rd, Holywood, BT18 0EU",1,0,0,0,2,,,,22(2),54.652793,-5.800031,Mon:00:00-00:00 Tue:10:00-17:00 Wed:10:00-17:00 Thu:10:00-17:00 Fri:10:00-17:00 Sat:10:00-17:00 Sun:10:00-17:00,,
NI,Down,"Greencastle Street, Kilkeel, BT34 4QD",1,0,0,0,2,,,,22(2),54.0608834,-6.0086777,24 x 7,,
NI,Down,"Dobbies Garden World, Saintfield Road, Lisburn, BT27 5PG",1,0,0,0,2,,,,22(2),54.5032299,-6.0281097,24 x 7,,
NI,Down,"Barbican Filling Station, 80-82 Dundrum Rd, Newcastle, BT33 0LN",1,0,0,0,2,,,,22(2),54.2205,-5.8866,24 x 7,,
NI,Down,"Slieve Donard Resort and Spa, Down's Road, Newcastle, BT33 0AH",1,0,0,0,2,,,,22(2),54.216337,-5.883547,24 x 7,,
NI,Down,"Council Car Park, Shimna Rd, Newcastle, BT33 0AS",1,0,0,0,2,,,,22(2),54.214826,-5.890661,24 x 7,,
NI,Down,"Donard Park, Newcastle, BT33 0SE",1,0,0,0,2,,,,22(2),54.2064,-5.8939561,24 x 7,,
NI,Down,"Newry Train Station Car Park, Derrybeg Lane, Newry, BT35 6JW",2,0,0,0,2,,,,22(2),54.1892149,-6.3626438,24 x 7,,
NI,Down,"Canal Court Hotel Car Park, Merchants Quay, Newry, BT35 8HF",1,0,0,0,2,,,,22(2),54.176231,-6.3415288,24 x 7,,
NI,Down,"Marcus Square, Hill Street, Newry, BT34 1AR",1,2,0,0,0,100(2),,,,54.175284,-6.3379449,24 x 7,,
NI,Down,"Newry & Mourne Museum (Bagenal's Castle), Abbey Way (A28), Newry, BT34 2BY",1,0,0,0,2,,,,22(2),54.1727263,-6.3358364,Mon:10:00-16:30 Tue:10:00-16:30 Wed:10:00-16:30 Thu:10:00-16:30 Fri:10:00-16:30 Sat:10:00-16:30 Sun:10:00-16:30,,
NI,Down,"Public Car Park, Bridge Street, Newry, BT35 8AN",1,0,0,0,2,,,,22(2),54.1703014,-6.3415497,24 x 7,,
NI,Down,"Kilkeel Leisure Centre, Mourne Esplenade, Newry, BT34 4DB",1,0,0,0,2,,,,22(2),54.0583943,-5.9963346,24 x 7,,
NI,Down,"Castle Street, Portaferry, BT22 1NZ",1,0,0,0,2,,,,22(2),54.382225,-5.548642,24 x 7,,
NI,Down,"Quayside Public Parking, Stella Maris Street, Strangford, BT30 7NH",1,0,0,0,2,,,,22(2),54.37075,-5.554131,24 x 7,,
NI,Down,"Havelock Place, Warrenpoint, BT34 3NE",1,0,0,0,2,,,,22(2),54.0989596,-6.2544879,24 x 7,,
NI,Fermanagh,"Trory Circle K / Filling Station, 236 Irvinestown Road, Enniskillen, BT74 6DN",1,1,1,0,1,50,50,,22,54.385592,-7.639049,24 x 7,,
NI,Fermanagh,"Public Car Park, Queen Street, Enniskillen, BT74 7JR",2,0,0,0,2,,,,22(2),54.347332,-7.6411257,24 x 7,,
NI,Fermanagh,"Quay Lane North, Enniskillen, BT74 6AG",1,0,0,0,2,,,,22(2),54.3438701,-7.6341924,24 x 7,,
NI,Fermanagh,"Wellington Street, Enniskillen, BT74 6JH",1,0,0,0,2,,,,22(2),54.343512,-7.637848,24 x 7,,
NI,Fermanagh,"Spar Car Park, 46 Main Street, Derrylin, Enniskillen, BT92 8JW",1,0,0,0,2,,,,22(2),54.19802,-7.57355,24 x 7,,
NI,Fermanagh,"Eden Street, Enniskillen, Fermanagh, BT74 7EG",1,0,0,0,2,,,,22(2),54.345051,-7.640047,24 x 7,,
NI,Fermanagh,"Council Car Park, Main Street, Irvinestown, BT94 1DW",1,0,0,0,2,,,,22(2),54.472437,-7.630603,24 x 7,,
NI,Fermanagh,"Cross Street Car Park, Lisnaskea, Enniskillen, Lisnaskea, BT9 20J",1,0,0,0,2,,,,22(2),54.252555,-7.443425,24 x 7,,
NI,Fermanagh,"Fermanagh and Omagh District Council Car Park, Boyhill Road (U9409), Off Main Street, Maguiresbridge, BT94 4RZ",1,0,0,0,2,,,,22(2),54.2944,-7.463871,24 x 7,,
NI,Fermanagh,"Main Street, Dromore, Omagh, BT78 3AD",1,0,0,0,2,,,,22(2),54.512866,-7.458019,24 x 7,,
NI,Tyrone,"Mid Ulster District Council - Dungannon Car Park, The Cornmill, Lineside (B520), Coalisland, BT71 4LP",1,0,0,0,2,,,,22(2),54.5399,-6.7,24 x 7,,
NI,Tyrone,"Car Park, Union Place, Cookstown, BT80 8NP",1,0,0,0,2,,,,22(2),54.647547,-6.742967,24 x 7,,
NI,Tyrone,"South West College, Burn Road, Cookstown, BT80 8DN",1,0,0,0,2,,,,22(2),54.647349,-6.747952,24 x 7,,
NI,Tyrone,"Burnavon Theatre, Burn Rd, Cookstown, BT80 8DN",1,0,0,0,2,,,,22(2),54.6472581,-6.7469207,24 x 7,,
NI,Tyrone,"Cookstown Leisure Centre, 78 Fountain Rd, Cookstown, BT80 8QF",1,0,0,0,2,,,,22(2),54.64163,-6.73992,24 x 7,,
NI,Tyrone,"Mid Ulster District Council - Dungannon Car Park, Scotch Street South, Dungannon, BT70 1BD",1,0,0,0,2,,,,22(2),54.502841,-6.769526,24 x 7,,
NI,Tyrone,"Maxol Service station (Donnelly's Garage),57 Moy Road, Dungannon, BT71 7DT",1,1,1,0,1,50,50,,22,54.4869927,-6.7450311,24 x 7,,
NI,Tyrone,"Ballygawley Park and Ride, Tullyvar Road, Dungannon, BT70 2LY",1,0,0,0,2,,,,22(2),54.4561963,-7.034946,24 x 7,,
NI,Tyrone,"Car Park, Down Street, Enniskillen, BT74 7DX",2,0,0,0,2,,,,22(2),54.345539,-7.638513,24 x 7,,
NI,Tyrone,"Car Park, Edfield Way, Fivemiletown, BT75 0QN",1,0,0,0,2,,,,22(2),54.37878,-7.31583,24 x 7,,
NI,Tyrone,"Newtownstewart Leisure Centre, 17 Moyle Rd, Newtownstewart, BT78 4AP",1,2,0,0,0,100(2),,,,54.7149105,-7.377284,24 x 7,,
NI,Tyrone,"Ulster-American Folk Park, 2 Mellon Road, Castletown, Omagh, BT78 5QU",1,0,0,0,2,,,,22(2),54.659146,-7.334948,Mon:08:00-16:00 Tue:08:00-16:00 Wed:08:00-16:00 Thu:08:00-16:00 Fri:08:00-16:00 Sat:00:00-00:00 Sun:00:00-00:00,,
NI,Tyrone,"Old Mountfield Road Carpark, Omagh, BT79 7EG",1,0,0,0,2,,,,22(2),54.6016,-7.2896,24 x 7,,
NI,Tyrone,"Council Car Park, Brooke Street, Omagh, BT78 5HD",1,0,0,0,2,,,,22(2),54.601591,-7.307725,24 x 7,,
NI,Tyrone,"Council Car Park, Castle Street, Omagh, BT78 1DD",1,0,0,0,2,,,,22(2),54.601215,-7.306509,24 x 7,,
NI,Tyrone,"Park and Ride, Crevenagh Road, Omagh, BT78 1ND",1,0,0,0,2,,,,22(2),54.595862,-7.289644,24 x 7,,
NI,Tyrone,"Railway Street Car Park, Railway Street, Strabane, BT82 8EQ",1,0,0,0,2,,,,22(2),54.826859,-7.46552,24 x 7,,
NI,Tyrone,"Derry City and Strabane District Council Car Park, Upper Main Street, Strabane, BT82 8AU",1,0,0,0,2,,,,22(2),54.824472,-7.461848,24 x 7,,
NI,Tyrone,"Riversdale Leisure Centre, Lisnafin Park, Strabane, BT82 9DG",1,0,0,0,2,,,,22(2),54.8221,-7.4743,24 x 7,,
